School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,School_type,Color
99,95,92,71,85,1,2
92,98,93,78,85,1,2
93,85,92,55,48,2,3
87,93,95,60,65,2,2
90,99,92,60,42,1,2
92,95,99,53,65,1,2
90,97,97,94,56,2,2
85,90,99,97,82,2,1
94,98,91,64,61,1,2
86,95,92,84,33,1,2
90,97,95,44,50,2,2
99,91,94,51,64,2,2
96,99,99,87,59,1,2
87,92,90,94,88,1,1
92,91,97,92,64,2,2
95,92,98,72,45,1,2
95,88,94,90,60,2,2
95,88,93,40,49,1,3
99,97,95,61,55,2,2
85,93,94,59,68,1,2
93,95,86,91,52,2,2
91,93,95,43,48,2,3
87,99,92,63,49,2,2
97,92,94,90,81,2,1
85,85,95,93,88,1,2
97,95,99,88,51,2,2
96,94,96,56,98,1,2
97,98,94,80,84,2,1
92,90,94,95,66,2,2
98,94,93,92,87,2,1
95,97,90,91,78,2,1
99,92,93,43,54,1,2
99,98,97,73,78,1,2
93,99,96,88,44,2,2
89,87,91,73,58,1,2
90,93,87,73,85,1,2
90,90,97,62,49,1,2
96,95,92,41,72,1,2
94,95,90,91,46,1,2
96,97,98,75,57,1,2
97,98,96,99,46,2,2
91,98,95,96,65,1,2
99,94,98,96,49,2,2
93,97,94,84,61,1,2
98,96,93,52,75,2,2
90,95,87,94,71,2,2
91,89,96,94,99,1,1
91,96,99,57,54,2,2
92,90,97,73,88,2,2
99,91,90,67,85,1,2
92,91,98,50,67,1,2
90,99,96,79,88,1,1
95,97,99,79,82,2,1
93,95,98,59,45,2,2
97,97,95,40,73,1,2
91,88,92,48,67,1,2
91,91,92,42,99,2,2
90,95,97,76,68,2,2
91,94,96,91,58,1,2
88,97,85,94,68,2,2
95,97,96,90,63,2,2
86,94,91,87,52,2,2
93,87,99,90,91,1,1
98,97,90,49,59,1,2
88,97,90,95,56,1,2
95,98,91,88,48,1,2
88,99,93,67,57,1,2
85,92,94,80,61,1,2
85,90,97,81,56,1,2
85,95,99,64,78,1,2
90,85,97,85,90,2,2
91,98,96,77,79,1,2
99,94,91,77,88,1,2
94,94,86,41,84,1,2
91,98,96,82,75,1,2
96,94,100,51,43,1,2
97,95,91,85,80,2,2
91,86,96,53,65,2,2
100,96,98,100,78,1,1
99,86,92,51,51,1,2
91,91,94,83,48,2,2
94,94,99,82,56,1,2
95,94,94,92,60,1,2
100,95,97,47,52,2,2
98,98,90,89,54,2,2
92,96,92,58,49,1,2
94,92,91,93,73,2,2
91,95,94,52,78,2,2
90,92,88,81,91,2,2
94,93,91,28,73,2,2
92,99,90,48,99,1,2
91,92,94,82,61,2,2
90,91,91,44,53,2,3
99,98,99,33,70,2,2
91,94,91,67,82,2,2
93,97,96,64,48,1,2
95,93,97,92,90,1,1
91,98,95,86,82,1,1
90,95,98,67,67,1,2
88,90,98,80,52,2,2
95,95,95,82,94,2,1
98,98,98,52,87,2,2
93,93,97,89,52,2,2
97,98,96,45,54,2,2
92,95,95,75,62,2,2
94,88,95,61,55,1,2
99,94,92,61,63,1,2
92,93,90,78,76,1,2
93,94,90,97,69,1,2
90,98,99,90,82,1,1
99,91,94,69,74,1,2
95,91,98,73,96,1,1
94,90,91,51,47,1,3
86,97,86,84,87,2,2
95,98,96,96,62,1,2
91,92,95,44,68,1,2
92,92,98,32,40,2,3
93,95,97,48,38,1,3
97,94,90,94,29,1,2
95,95,97,56,94,2,2
91,91,98,61,81,1,2
90,86,97,76,53,1,2
94,96,90,59,99,1,2
94,92,90,50,95,1,2
99,92,99,71,93,1,1
99,94,95,24,89,2,2
96,95,87,75,65,1,2
97,93,90,73,41,1,2
91,96,94,64,98,2,2
95,96,95,70,42,2,2
94,99,92,67,85,1,2
91,97,99,58,46,2,2
94,94,95,63,76,1,2
91,95,97,51,88,1,2
92,94,92,28,69,1,2
90,92,98,57,46,1,2
97,86,94,48,41,2,3
88,96,97,68,68,2,2
94,92,97,79,73,1,2
90,90,94,70,51,1,2
90,96,98,66,46,2,2
98,95,98,35,69,1,2
96,98,98,77,63,2,2
93,96,98,85,94,1,1
98,91,97,65,40,2,2
96,92,96,44,95,2,2
95,96,90,88,82,2,1
92,94,88,53,64,2,2
91,95,97,38,73,2,2
97,95,96,63,53,1,2
90,94,98,67,98,1,2
95,93,93,70,63,2,2
90,97,91,45,79,1,2
97,94,92,54,95,2,2
97,97,92,82,67,1,2
92,98,95,92,97,2,1
90,92,98,53,97,2,2
97,90,95,80,62,1,2
95,91,97,99,35,2,2
99,96,94,71,95,1,1
93,91,93,40,68,2,2
99,85,97,100,99,1,1
98,93,91,86,91,2,1
98,97,90,65,91,2,2
91,99,95,95,43,2,2
91,97,97,81,64,1,2
99,99,97,35,69,1,2
96,94,93,33,45,1,3
95,94,99,97,55,1,2
92,91,92,51,70,2,2
99,92,88,52,63,1,2
94,98,92,63,75,2,2
87,99,90,97,64,1,2
97,96,92,87,55,2,2
90,96,90,97,38,2,2
98,93,96,66,45,1,2
97,93,92,56,54,2,2
97,93,96,51,77,1,2
98,95,99,84,42,2,2
97,96,97,45,75,1,2
95,91,92,68,58,2,2
97,90,99,66,45,2,2
94,93,93,98,49,2,2
93,93,96,76,57,2,2
98,85,96,47,81,2,2
96,93,91,51,54,1,2
93,91,92,67,52,2,2
91,94,96,100,73,1,1
96,94,95,67,91,1,2
99,99,95,65,57,2,2
91,99,90,50,59,2,2
97,93,94,54,49,1,2
97,91,92,83,52,2,2
95,91,92,91,46,2,2
97,92,93,54,77,2,2
99,98,97,60,50,1,2
97,92,85,77,76,1,2
90,97,95,59,61,1,2
95,98,90,59,98,1,2
91,99,99,41,85,1,2
98,91,95,24,45,1,3
91,96,99,45,69,2,2
89,99,93,42,86,1,2
90,91,86,46,33,2,3
91,92,96,25,95,1,2
98,94,97,68,57,1,2
96,93,95,88,43,2,2
94,97,98,50,94,1,2
96,96,92,89,96,2,1
91,91,92,37,51,1,3
98,90,91,97,58,2,2
95,93,96,54,88,2,2
95,89,94,78,98,2,1
98,92,92,84,65,1,2
99,94,98,92,73,2,1
98,96,97,59,94,2,2
90,91,92,99,44,2,2
87,90,94,99,52,2,2
97,90,91,65,60,1,2
99,92,92,85,63,2,2
92,94,99,83,45,1,2
91,93,94,69,48,2,2
96,91,86,64,67,2,2
96,99,93,71,57,1,2
91,96,94,65,41,2,2
93,94,90,67,76,2,2
94,96,93,32,49,1,3
90,98,91,40,59,1,2
95,95,92,56,75,1,2
97,92,93,39,51,2,3
99,90,96,96,64,1,2
96,92,91,33,88,2,2
91,98,98,87,69,1,2
99,91,99,48,74,2,2
93,89,98,87,53,1,2
99,92,90,48,84,2,2
99,90,94,88,57,2,2
97,93,96,82,59,2,2
97,91,92,92,54,2,2
90,95,97,96,84,2,1
93,90,94,61,50,2,2
95,91,99,77,53,1,2
86,98,90,81,83,1,2
94,92,98,64,49,1,2
91,91,92,50,43,2,3
95,98,98,99,89,1,1
95,91,95,44,40,2,3
96,98,92,51,76,2,2
98,92,91,77,45,1,2
92,96,89,75,42,1,2
94,90,91,99,98,2,1
90,95,95,31,71,2,2
93,98,90,81,66,1,2
92,95,94,72,49,2,2
99,97,97,65,72,1,2
92,90,92,97,44,2,2
91,97,99,83,92,2,1
93,91,92,99,60,2,2
97,90,99,86,77,1,2
99,97,99,97,43,1,2
93,96,96,93,99,2,1
93,95,97,55,89,2,2
98,87,90,65,87,2,2
92,92,92,52,98,2,2
90,93,97,74,94,1,2
93,93,98,93,79,1,1
93,99,99,74,55,1,2
91,90,95,85,68,2,2
98,96,96,69,92,1,1
98,95,86,87,57,1,2
91,97,90,71,87,1,2
90,90,97,43,31,1,3
92,94,96,39,90,1,2
90,96,94,91,90,2,1
92,98,95,29,78,1,2
98,93,91,64,77,1,2
93,88,95,49,73,1,2
99,98,92,44,45,2,2
94,97,93,88,51,1,2
85,90,96,55,99,2,2
95,95,95,64,67,2,2
98,99,86,91,66,1,2
94,92,90,46,83,1,2
98,94,91,93,60,2,2
96,94,93,58,65,2,2
98,97,92,88,50,2,2
99,99,95,66,36,1,2
98,91,90,90,97,2,1
95,94,98,71,51,2,2
98,93,97,53,76,1,2
94,96,92,76,82,2,2
92,88,91,61,81,1,2
96,99,98,97,78,2,1
88,96,90,76,48,2,2
98,90,90,28,98,2,2
93,96,85,96,92,2,1
98,95,95,47,42,1,2
98,99,90,80,84,1,1
93,97,97,44,87,1,2
90,93,99,59,80,1,2
94,96,92,53,73,2,2
98,97,97,54,84,2,2
97,99,95,62,52,1,2
97,93,97,62,96,1,2
91,96,91,65,91,1,2
96,95,96,91,53,2,2
98,97,99,79,97,2,1
90,94,90,61,78,1,2
91,86,91,70,100,1,2
92,90,98,67,88,2,2
93,96,94,49,88,1,2
92,93,99,98,50,2,2
91,99,90,34,42,2,3
94,92,95,43,93,1,2
91,91,99,95,44,2,2
93,90,96,69,83,2,2
89,91,88,74,50,1,2
96,93,92,97,96,1,1
97,91,96,96,94,1,1
90,93,91,93,40,2,2
94,90,93,74,80,1,2
96,90,97,35,52,1,3
95,86,93,86,55,1,2
97,95,96,69,62,1,2
96,92,90,59,61,2,2
95,97,94,50,58,2,2
90,95,89,45,59,2,2
95,95,95,60,96,2,2
97,94,96,92,87,1,1
98,97,98,74,99,2,1
98,99,91,48,98,2,2
96,95,97,82,66,2,2
93,97,94,53,63,2,2
91,90,92,64,40,1,2
93,99,98,66,48,2,2
98,94,96,47,93,1,2
92,94,91,59,98,2,2
96,92,97,50,54,2,2
91,91,90,85,71,2,2
96,93,90,57,90,2,2
91,96,96,93,97,2,1
96,86,90,55,77,2,2
100,92,99,47,69,1,2
95,97,94,92,54,2,2
98,95,89,52,32,2,3
90,94,94,62,86,1,2
94,90,94,61,55,1,2
92,93,91,89,73,2,2
90,93,91,32,41,2,3
99,90,91,59,61,1,2
96,99,99,93,30,1,2
93,91,91,68,58,2,2
94,93,96,80,60,2,2
92,90,92,44,85,1,2
93,95,92,70,77,1,2
93,85,94,48,89,2,2
91,99,99,56,91,2,2
96,93,95,40,57,2,2
99,99,90,42,44,2,3
92,96,97,88,27,1,2
94,90,93,97,63,1,2
88,93,93,55,62,1,2
90,95,87,33,69,2,3
99,93,90,43,99,2,2
94,97,90,49,84,2,2
95,90,99,100,99,1,1
95,99,92,52,93,2,2
99,90,95,95,63,1,2
97,92,96,47,95,2,2
92,98,94,57,24,1,3
95,98,93,53,72,2,2
95,91,92,86,81,2,2
96,86,90,84,72,1,2
92,94,92,68,52,2,2
99,92,91,46,54,2,2
95,96,91,33,95,1,2
93,90,93,44,85,1,2
92,93,89,72,25,1,3
96,98,95,55,54,1,2
93,96,90,44,54,2,2
96,91,96,67,66,2,2
92,91,90,43,78,2,2
94,91,94,48,70,1,2
98,94,96,65,87,2,2
98,93,95,39,91,1,2
99,96,94,46,78,2,2
93,90,99,60,58,1,2
90,87,92,25,24,2,3
92,96,96,58,50,1,2
86,94,96,70,79,1,2
94,94,98,66,89,2,2
92,90,91,90,50,1,2
94,95,86,92,100,2,1
95,90,95,87,52,1,2
90,95,99,78,81,1,2
99,91,91,97,93,2,1
96,93,96,42,48,1,2
93,89,97,65,60,1,2
95,97,90,42,88,1,2
98,98,90,54,96,1,2
97,91,90,49,74,2,2
91,92,99,79,48,1,2
94,97,97,33,46,1,3
90,90,85,55,94,1,2
91,98,91,89,54,2,2
99,98,98,72,71,2,2
97,88,98,51,62,1,2
97,96,94,62,50,2,2
94,91,95,65,65,2,2
98,96,90,77,97,2,1
95,91,89,74,49,2,2
90,93,92,66,70,2,2
89,96,92,94,96,1,1
92,91,94,74,74,1,2
90,95,92,34,77,1,2
93,90,97,90,62,1,2
93,86,97,65,37,1,2
96,97,92,90,43,1,2
99,94,93,100,54,2,2
95,99,91,61,95,1,2
93,94,95,51,42,2,2
95,99,90,73,46,2,2
93,94,85,64,54,1,2
88,91,95,68,74,2,2
94,99,93,64,56,2,2
96,95,91,87,98,1,1
94,97,96,41,95,2,2
98,92,91,68,47,2,2
90,97,91,94,81,2,1
94,92,94,97,97,1,1
86,94,95,75,68,2,2
92,91,90,97,30,1,2
91,85,98,96,35,2,2
96,94,92,64,88,1,2
96,91,93,95,77,1,1
92,97,95,67,54,1,2
96,97,95,61,74,2,2
95,90,86,54,78,2,2
90,91,92,86,40,2,2
90,98,93,64,54,1,2
90,97,96,58,72,1,2
91,93,96,80,57,2,2
91,90,99,74,99,1,1
99,97,97,88,83,2,1
99,96,95,47,85,2,2
97,91,90,90,53,2,2
92,91,93,50,95,2,2
85,89,99,73,52,2,2
97,97,93,95,54,1,2
93,98,97,43,63,1,2
90,90,86,90,57,1,2
90,97,97,50,86,2,2
96,93,98,80,90,2,1
94,99,90,82,41,2,2
97,90,92,67,43,2,2
94,92,99,54,74,1,2
93,97,97,26,95,2,2
98,95,94,50,78,2,2
94,95,91,82,80,2,2
91,99,97,48,95,1,2
97,94,92,64,54,1,2
98,98,98,94,51,2,2
94,87,96,92,85,1,1
93,93,99,68,99,2,1
98,92,99,55,63,2,2
98,95,90,63,64,1,2
92,98,88,98,65,2,2
99,97,90,58,49,2,2
93,99,96,50,40,2,2
92,93,93,41,45,2,3
96,93,96,84,68,1,2
88,90,90,71,52,2,2
95,98,93,89,53,1,2
94,91,94,54,56,2,2
98,96,95,43,71,2,2
97,100,93,88,90,1,1
90,98,96,77,97,2,1
94,90,99,70,59,2,2
96,98,90,51,78,1,2
99,95,90,49,60,2,2
97,99,94,50,66,1,2
90,94,99,70,82,1,2
91,93,95,95,59,2,2
97,95,93,68,80,2,2
94,90,87,62,65,2,2
93,90,99,69,57,2,2
99,91,96,57,97,1,2
93,96,99,88,88,2,1
91,99,99,42,65,1,2
99,97,95,50,76,2,2
95,94,97,62,88,1,2
94,96,99,86,45,1,2
97,90,98,86,60,2,2
90,99,96,65,43,1,2
90,97,94,41,57,1,2
91,91,91,56,53,2,2
93,93,96,80,94,2,1
90,85,91,79,65,2,2
98,93,95,72,74,2,2
96,92,90,62,90,2,2
97,95,90,78,70,1,2
91,95,95,67,54,1,2
92,99,93,88,77,2,2
90,96,98,40,46,2,3
98,99,93,56,52,2,2
90,98,99,68,76,1,2
96,97,91,88,79,1,1
92,91,91,46,44,2,3
97,98,94,64,94,2,2
99,91,94,91,74,1,2
96,97,99,49,86,1,2
92,94,97,74,90,2,2
93,98,97,87,48,1,2
92,95,94,52,90,2,2
99,93,92,74,79,2,2
91,96,89,69,60,2,2
90,90,93,73,86,1,2
99,91,90,65,70,2,2
95,96,90,97,61,2,2
94,90,97,74,73,2,2
94,85,97,88,97,1,1
93,94,96,64,63,2,2
93,97,90,69,80,1,2
95,98,98,87,74,1,1
91,95,99,68,50,1,2
96,90,90,73,54,2,2
92,92,92,27,47,1,3
92,90,92,97,56,2,2
94,97,90,47,69,1,2
98,97,95,69,80,2,2
93,87,94,80,94,1,2
93,96,97,66,57,1,2
90,91,91,41,52,2,3
93,98,97,94,44,1,2
95,91,95,73,67,2,2
94,90,97,85,86,1,1
94,99,91,60,95,1,2
99,98,91,83,88,1,1
99,93,95,75,59,1,2
90,96,93,92,48,2,2
98,90,86,55,56,2,2
92,95,91,41,70,1,2
94,97,90,67,57,2,2
90,98,95,80,55,1,2
93,97,86,78,67,1,2
91,92,92,96,78,2,2
96,93,97,90,87,2,1
90,98,97,52,97,2,2
91,97,92,75,75,1,2
93,97,92,56,83,1,2
92,99,96,98,63,2,2
90,92,95,62,53,2,2
91,86,97,41,55,1,3
90,90,90,49,86,1,2
96,96,94,95,92,1,1
92,99,97,98,82,2,1
92,95,99,63,62,1,2
92,91,91,94,88,1,1
99,99,95,63,98,2,1
99,99,97,85,84,1,1
96,86,96,57,64,2,2
98,90,95,49,94,2,2
97,96,93,72,61,1,2
99,96,96,73,70,1,2
90,93,98,74,61,1,2
93,96,90,76,54,2,2
99,98,89,41,73,1,2
86,94,90,51,48,1,3
90,90,92,41,89,1,2
97,98,96,51,88,1,2
92,96,97,95,49,1,2
96,93,90,92,75,2,2
93,96,95,74,50,1,2
99,99,93,62,47,2,2
96,90,94,91,59,2,2
97,96,95,66,74,2,2
97,94,90,46,77,1,2
93,95,98,67,71,1,2
97,98,98,69,63,1,2
93,91,98,49,83,2,2
90,99,86,66,71,2,2
94,94,99,54,95,2,2
98,98,92,48,57,2,2
94,91,93,82,91,1,1
94,97,96,85,48,1,2
91,86,98,40,72,2,2
96,93,98,52,71,2,2
91,99,92,79,45,2,2
98,99,95,61,68,1,2
99,96,90,52,72,2,2
97,91,95,75,92,2,1
98,92,97,98,59,1,2
96,92,98,67,85,2,2
93,92,99,90,89,2,1
94,96,92,92,49,1,2
96,92,99,89,79,1,1
91,98,92,84,54,2,2
92,97,96,66,98,1,2
97,95,95,54,95,1,2
92,97,97,50,70,2,2
98,91,97,46,65,1,2
90,94,95,56,47,1,2
93,96,92,43,79,2,2
90,97,91,80,74,2,2
87,96,93,49,89,2,2
95,95,98,71,76,2,2
90,90,98,68,92,2,2
93,94,90,71,57,2,2
98,92,90,56,93,1,2
97,95,98,96,48,1,2
96,99,97,68,51,1,2
97,99,93,48,50,2,2
92,98,94,48,40,2,3
90,94,96,98,64,2,2
95,99,95,44,96,1,2
98,98,92,84,82,1,1
97,91,93,47,36,2,3
94,95,93,59,45,1,2
91,93,90,94,81,2,2
94,96,97,86,70,1,2
96,95,96,92,54,1,2
91,92,91,43,52,1,3
96,98,91,95,73,1,1
92,97,99,79,55,2,2
96,99,99,44,83,1,2
92,92,99,75,47,1,2
93,91,98,46,41,2,3
87,92,95,62,79,2,2
99,97,97,90,54,1,2
97,96,95,79,79,1,2
98,92,97,42,89,2,2
96,93,98,83,50,2,2
90,96,98,93,94,1,1
98,94,97,63,95,1,2
96,97,92,84,88,2,1
99,93,93,85,78,1,2
91,91,97,72,64,1,2
88,89,92,40,48,2,3
97,98,92,82,61,2,2
90,98,93,81,88,1,1
93,99,98,28,59,2,2
98,90,94,89,53,2,2
98,96,93,62,95,2,2
91,92,94,53,59,1,2
92,91,94,74,70,2,2
95,97,95,56,50,1,2
92,93,97,93,64,2,2
98,97,96,43,64,2,2
94,98,97,46,98,1,2
97,95,93,75,96,1,1
97,90,97,55,80,2,2
90,91,95,67,74,1,2
99,96,93,46,65,1,2
85,90,97,56,86,1,2
91,95,97,59,43,1,2
94,96,91,50,95,1,2
99,99,97,55,50,2,2
90,97,94,49,64,2,2
86,96,92,85,96,2,1
97,92,99,74,97,1,1
97,94,97,51,43,2,2
95,98,90,60,61,2,2
94,93,91,50,70,1,2
98,95,97,92,80,1,1
93,98,93,53,85,2,2
92,99,98,78,97,1,1
99,99,92,58,94,2,2
90,97,95,75,85,1,2
92,93,99,84,69,2,2
97,98,93,89,50,2,2
93,92,90,92,67,2,2
98,99,90,88,90,2,1
87,94,95,72,49,1,2
97,91,93,92,46,1,2
92,98,92,99,90,1,1
93,90,95,91,48,2,2
99,99,93,72,75,1,2
95,98,94,76,99,1,1
93,94,90,68,51,2,2
92,92,93,79,64,1,2
98,90,95,94,93,2,1
95,94,96,44,40,2,3
94,98,93,73,57,1,2
86,97,97,78,61,2,2
86,98,91,40,41,1,3
95,98,95,75,48,1,2
97,97,94,80,72,2,2
89,91,95,49,78,1,2
90,90,90,95,63,2,2
92,93,95,64,77,2,2
92,91,99,53,94,2,2
85,99,90,73,87,2,2
99,92,94,96,91,2,1
97,90,94,44,94,1,2
92,94,93,52,93,1,2
94,93,99,76,64,1,2
94,97,96,60,47,2,2
98,90,97,87,61,1,2
96,93,90,43,85,2,2
96,91,96,53,90,1,2
99,99,94,95,54,2,2
92,92,94,83,54,2,2
89,95,90,76,82,1,2
91,97,91,86,44,1,2
90,95,96,61,66,1,2
92,90,96,55,97,1,2
97,96,97,71,73,1,2
98,98,91,78,42,1,2
92,95,99,51,52,1,2
93,94,92,93,98,2,1
98,93,91,90,84,1,1
94,92,94,79,97,1,1
88,98,95,87,59,2,2
97,97,95,91,56,1,2
92,96,98,75,79,1,2
99,99,98,85,75,2,1
94,94,98,68,65,2,2
92,98,94,68,88,2,2
94,95,99,85,70,1,2
95,96,99,56,73,2,2
95,94,96,57,47,2,2
95,98,90,85,89,1,1
91,96,99,46,43,2,2
91,99,99,74,47,1,2
92,99,94,42,40,1,3
94,90,94,63,69,1,2
99,93,93,68,42,2,2
85,95,95,99,97,2,1
93,93,91,75,55,2,2
91,91,98,67,40,1,2
98,93,97,44,63,2,2
99,97,90,70,41,1,2
91,97,94,92,94,2,1
95,92,98,45,68,2,2
94,91,91,61,51,2,2
97,98,92,44,64,2,2
99,98,94,77,70,1,2
99,97,91,67,67,1,2
99,99,95,92,92,1,1
90,91,91,50,68,2,2
90,98,97,64,66,1,2
88,95,99,40,76,2,2
92,96,99,46,75,1,2
89,91,99,69,68,2,2
97,94,97,87,85,1,1
95,96,94,76,56,1,2
96,91,99,71,99,2,1
94,97,96,42,83,1,2
99,90,94,53,60,1,2
98,93,99,45,41,2,2
96,99,98,97,60,2,1
93,90,94,43,57,1,2
95,94,98,60,84,1,2
98,90,96,95,86,2,1
98,99,94,93,76,2,1
93,91,93,55,75,2,2
91,94,98,46,50,1,2
95,93,96,60,85,2,2
98,95,94,76,76,2,2
93,94,92,99,98,1,1
94,97,94,79,67,1,2
97,91,92,97,71,1,2
96,99,94,95,85,1,1
93,98,97,82,44,2,2
99,99,91,63,96,1,2
91,96,90,64,63,1,2
93,96,92,96,48,1,2
94,91,92,85,70,1,2
91,99,90,59,82,2,2
97,97,95,46,57,1,2
90,98,97,74,45,1,2
91,97,94,40,41,1,3
92,99,91,57,48,2,2
95,98,90,91,96,2,1
99,95,97,98,85,1,1
93,98,93,89,42,1,2
99,97,97,41,49,1,2
97,95,94,45,56,1,2
98,90,97,98,99,2,1
94,93,90,96,48,2,2
96,97,98,85,80,1,1
97,92,92,90,93,1,1
95,93,90,98,68,2,2
97,92,99,77,85,1,1
97,91,99,63,69,1,2
93,93,95,88,51,2,2
91,92,93,43,63,1,2
90,93,99,44,84,2,2
97,94,98,51,76,1,2
94,96,96,90,69,1,2
96,90,98,84,62,2,2
95,93,98,86,83,1,1
95,98,94,71,54,1,2
95,98,91,76,67,2,2
95,98,96,42,79,1,2
98,95,98,50,42,1,2
90,92,91,84,72,2,2
95,91,90,98,92,2,1
95,98,90,73,56,2,2
94,91,97,97,51,1,2
93,98,90,99,47,1,2
94,98,98,93,90,1,1
90,96,90,40,95,1,2
99,93,94,60,77,2,2
91,95,91,93,92,1,1
91,99,99,44,62,1,2
97,92,93,49,79,2,2
91,90,99,70,66,1,2
98,94,92,69,60,2,2
93,99,90,57,87,1,2
92,94,94,88,99,1,1
94,92,99,83,76,1,2
92,90,92,50,56,2,2
95,97,93,61,90,2,2
95,97,90,68,78,1,2
95,96,91,72,89,1,2
96,98,92,66,53,1,2
91,95,92,67,72,1,2
95,98,93,96,49,1,2
97,99,92,96,80,2,1
96,91,95,73,99,1,1
98,91,96,64,92,2,2
94,97,90,50,81,2,2
91,95,99,95,98,1,1
92,94,99,63,47,2,2
96,99,95,60,54,1,2
91,99,95,50,59,1,2
90,96,95,75,99,1,1
97,95,90,60,77,1,2
98,97,94,82,84,1,1
92,96,91,61,83,2,2
93,90,90,85,40,1,2
92,95,94,94,44,2,2
97,95,97,50,76,2,2
98,94,90,40,47,1,3
97,96,91,47,45,2,2
95,94,90,40,63,2,2
98,99,97,72,88,1,1
97,92,98,77,88,1,1
97,91,91,96,99,1,1
92,91,92,71,53,1,2
96,98,90,92,54,1,2
90,93,98,60,67,2,2
96,93,99,63,75,2,2
91,97,92,84,83,1,2
97,96,95,69,74,1,2
99,96,97,83,85,2,1
93,98,90,66,61,1,2
90,90,95,82,51,2,2
96,90,90,62,64,1,2
98,91,93,48,54,2,2
99,94,97,58,94,1,2
99,95,96,93,95,1,1
92,93,92,96,86,2,1
92,93,97,69,76,2,2
95,97,95,42,60,1,2
90,90,92,88,92,2,1
97,99,92,52,72,2,2
95,90,95,72,67,1,2
97,95,90,81,51,1,2
94,94,97,62,82,1,2
92,92,90,66,58,1,2
97,99,93,77,81,2,2
95,94,93,56,53,2,2
94,98,91,64,93,2,2
97,91,96,75,99,1,1
95,98,98,96,88,1,1
94,97,96,66,44,1,2
96,97,92,57,72,2,2
98,92,97,81,48,2,2
98,93,94,54,84,1,2
96,90,90,59,48,1,2
93,92,99,55,48,1,2
91,99,92,43,46,1,3
93,90,98,58,82,1,2
95,91,93,64,56,1,2
93,98,94,56,81,2,2
91,97,93,91,43,2,2
92,95,90,82,73,2,2
95,92,94,86,60,2,2
95,90,99,59,61,2,2
97,94,94,71,41,1,2
96,97,94,68,40,2,2
94,92,94,83,96,1,1
90,91,98,97,60,2,2
90,94,96,95,51,2,2
99,99,90,70,82,1,2
90,90,95,53,61,1,2
91,92,97,59,86,2,2
95,93,94,96,97,2,1
92,96,92,85,70,1,2
98,98,93,59,59,1,2
90,95,95,57,91,2,2
92,95,90,83,40,2,2
92,90,93,56,45,2,2
96,97,92,93,53,1,2
92,94,91,70,56,1,2
90,97,97,68,93,2,2
98,90,95,63,64,1,2
96,91,93,73,46,2,2
97,96,97,44,82,1,2
97,91,96,48,47,1,2
91,90,99,71,78,1,2
95,94,97,96,85,1,1
97,90,95,91,65,1,2
96,92,91,45,85,1,2
98,91,90,67,72,1,2
93,97,94,53,46,1,2
92,95,97,67,74,1,2
96,97,97,84,54,1,2
92,92,93,69,46,1,2
98,99,93,90,40,1,2
99,90,90,94,41,1,2
97,96,94,46,56,2,2
97,92,93,41,52,1,2
91,98,90,76,92,2,2
91,96,90,67,87,2,2
96,97,95,78,86,1,1
97,95,97,80,92,1,1
91,99,99,82,58,1,2
96,98,92,67,66,2,2
93,91,90,90,61,1,2
98,98,96,58,86,1,2
96,94,90,40,41,2,3
92,99,99,97,51,2,2
95,94,99,65,51,1,2
94,98,99,83,79,1,1
94,95,93,66,47,1,2
91,97,93,88,60,2,2
90,91,98,78,64,2,2
93,92,96,83,47,2,2
91,99,97,71,43,2,2
97,96,94,59,95,1,2
90,91,94,66,98,1,2
90,91,93,87,48,2,2
92,92,99,47,52,2,2
92,99,95,95,71,2,1
96,99,94,98,42,2,2
99,98,95,41,43,2,2
91,94,95,42,91,2,2
92,96,90,81,83,2,2
94,90,93,66,64,2,2
94,94,96,75,67,2,2
90,94,92,94,61,2,2
91,92,99,80,41,1,2
99,97,92,84,61,1,2
96,91,96,80,61,1,2
91,99,93,79,56,1,2
94,99,94,54,45,2,2
93,92,97,57,66,1,2
90,91,95,69,56,2,2
90,98,98,98,54,1,2
99,92,90,68,89,2,2
92,93,93,71,86,1,2
95,90,98,77,89,1,2
99,94,95,60,76,1,2
92,94,95,47,98,1,2
92,95,93,74,52,1,2
90,93,95,59,66,1,2
96,90,94,92,69,2,2
93,99,99,90,73,2,1
94,97,98,43,66,1,2
92,97,99,64,73,1,2
93,97,92,97,54,2,2
91,95,93,60,81,1,2
98,91,95,47,61,2,2
91,92,92,78,93,1,2
91,93,91,89,50,2,2
94,97,95,68,61,2,2
99,97,97,58,73,1,2
93,91,93,99,97,2,1
94,98,94,44,61,2,2
90,90,90,63,89,1,2
99,92,90,71,59,1,2
90,99,97,47,91,2,2
91,97,90,81,59,2,2
98,97,98,85,87,1,1
99,99,98,69,45,1,2
90,96,90,91,90,1,1
97,99,98,83,73,2,1
98,92,92,77,88,2,2
97,98,92,64,94,2,2
98,93,90,81,99,2,1
98,95,96,50,79,2,2
91,92,92,96,94,1,1
98,94,93,62,51,2,2
94,96,95,87,75,1,2
98,98,94,81,89,2,1
92,99,93,41,89,2,2
93,99,93,81,68,2,2
90,98,90,82,47,1,2
92,97,90,69,90,1,2
93,96,98,82,98,1,1
93,95,99,57,53,2,2
97,98,91,91,78,2,1
91,98,99,64,59,1,2
