School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,Data_Structure,Visual_Programming,School_type,Color
95,98,90,58,76,81,73,1,2
92,90,94,89,57,53,92,1,2
92,94,98,90,93,72,54,1,2
91,98,88,80,89,61,68,2,2
95,91,97,42,90,87,99,2,2
85,96,93,46,89,85,63,2,2
97,90,91,47,49,63,45,1,3
98,94,93,58,52,96,61,2,2
98,98,94,98,69,76,50,2,2
96,92,93,77,70,91,45,1,2
99,93,98,76,83,40,80,2,2
97,99,92,93,73,94,48,1,2
93,89,95,75,66,54,40,2,3
95,97,92,48,79,83,92,2,2
90,90,93,36,93,55,76,2,2
97,93,94,44,42,61,84,2,3
97,96,99,95,81,76,56,1,2
95,91,92,89,53,87,65,2,2
95,93,93,90,93,68,45,2,2
92,99,91,98,45,86,78,1,2
92,99,94,88,47,60,97,2,2
89,97,92,70,77,61,47,1,2
92,96,95,66,51,90,54,1,2
96,99,90,67,89,78,57,1,2
97,96,97,76,96,72,87,1,2
95,85,91,42,85,81,73,1,2
95,97,97,90,41,64,51,1,2
96,93,88,93,75,44,91,2,2
91,96,92,76,64,51,53,1,3
86,94,90,61,56,43,95,2,2
99,98,90,77,58,54,85,1,2
97,91,90,83,59,50,60,2,2
94,96,97,28,83,48,48,1,3
96,97,95,80,69,84,88,1,2
98,99,98,66,56,68,94,2,2
91,91,95,85,78,47,43,2,2
94,97,91,92,63,63,40,2,2
87,95,92,75,84,61,89,2,2
91,90,96,54,53,66,60,2,3
93,89,91,70,73,97,46,2,2
99,91,92,86,55,42,55,1,3
98,92,95,42,93,40,57,1,3
90,92,94,55,71,99,50,2,2
94,91,92,71,63,66,82,2,2
90,96,94,56,82,94,84,1,2
99,93,92,66,50,99,68,1,2
92,95,92,62,77,53,70,1,2
96,99,94,88,67,24,48,2,3
96,94,85,87,43,92,40,2,2
90,90,90,60,63,79,57,2,2
99,95,92,61,72,74,48,1,2
87,99,92,55,68,68,81,1,2
98,91,94,71,89,67,75,2,2
96,99,94,97,41,79,56,2,2
98,90,97,99,99,57,49,1,2
91,93,93,65,76,95,61,2,2
89,95,97,56,60,62,77,1,2
95,99,99,96,99,91,68,1,1
93,90,94,73,91,81,74,1,2
94,94,92,76,70,79,97,1,2
99,91,94,96,97,40,91,2,2
90,91,97,61,85,73,41,1,2
96,99,95,96,82,95,40,2,2
91,86,99,52,65,70,52,1,3
95,95,99,70,73,73,43,1,2
90,96,97,63,84,97,41,2,2
91,94,91,55,39,96,84,1,2
92,97,97,68,55,51,53,1,3
91,98,90,71,53,72,86,1,2
94,98,97,80,79,64,85,1,2
95,96,90,48,48,96,79,2,2
94,95,98,44,54,61,46,2,3
99,96,92,72,57,99,89,2,2
97,94,85,72,65,48,46,1,3
90,94,91,53,45,43,70,2,3
98,90,92,84,91,62,96,2,2
91,96,98,65,74,93,49,2,2
93,96,92,63,44,60,59,2,3
94,92,91,84,91,71,86,2,2
97,90,94,88,62,95,90,2,2
94,88,90,74,51,58,90,2,2
93,95,93,83,73,57,82,2,2
91,96,95,43,56,86,52,2,3
97,97,91,59,46,51,47,2,3
99,98,98,83,70,89,81,2,2
99,95,96,68,92,74,97,1,2
98,92,98,60,70,74,91,2,2
95,92,95,85,34,76,72,1,2
92,99,95,92,97,45,88,1,2
98,93,92,81,99,87,96,1,1
97,93,91,76,50,79,51,1,2
91,91,94,84,73,55,77,2,2
99,92,87,47,96,46,40,1,3
91,95,92,95,88,81,86,2,2
96,94,93,69,46,65,51,1,3
99,91,99,72,89,88,48,1,2
91,93,99,42,42,86,63,1,3
91,98,93,44,86,78,51,1,2
98,99,90,96,71,42,51,1,2
99,89,96,72,86,41,91,1,2
96,96,91,41,89,70,69,2,2
93,94,94,54,58,74,59,2,2
98,95,95,86,99,89,44,2,2
99,99,92,56,85,40,68,1,2
93,94,99,87,40,93,43,1,2
94,96,91,63,66,42,85,1,2
91,92,99,69,96,50,84,2,2
97,90,88,96,86,45,25,1,2
99,91,91,82,69,92,56,1,2
92,93,99,47,50,44,54,2,3
90,94,90,99,97,67,96,2,1
98,99,96,86,76,63,51,2,2
90,95,91,86,90,49,45,1,2
95,93,96,66,67,98,71,1,2
97,92,87,83,47,76,62,2,2
92,90,94,96,69,63,45,1,2
94,95,96,71,86,83,95,2,2
98,87,90,45,99,44,43,2,3
89,99,91,90,87,91,71,2,2
91,90,93,85,44,93,80,2,2
98,91,96,68,57,85,83,2,2
99,90,98,96,65,52,65,1,2
90,91,98,73,47,68,97,2,2
97,90,92,82,46,56,83,2,2
95,97,93,74,54,40,99,1,2
93,97,90,87,56,88,79,2,2
97,91,91,73,56,99,40,1,2
88,90,96,58,73,53,86,1,2
92,90,96,71,88,43,79,1,2
95,94,98,61,81,67,53,1,2
98,97,91,96,50,91,80,2,2
99,99,96,67,90,60,52,1,2
98,90,91,67,56,99,96,2,2
98,96,99,76,96,65,52,1,2
93,95,94,89,57,89,85,2,2
95,99,97,76,92,73,78,1,2
93,97,91,43,56,61,69,2,3
90,96,95,44,70,76,75,2,2
99,91,90,43,62,74,61,1,3
97,92,90,67,73,87,57,1,2
92,91,92,81,42,87,80,2,2
99,97,94,75,66,60,58,2,2
88,97,99,94,93,70,80,1,2
98,95,93,75,47,84,80,1,2
90,92,99,70,89,57,80,2,2
98,91,99,87,99,76,61,1,2
90,93,99,28,55,99,81,2,2
93,92,99,90,89,78,61,2,2
94,96,92,92,49,96,83,2,2
96,92,99,89,79,67,71,2,2
91,98,92,84,54,95,74,2,2
92,97,96,66,98,54,71,2,2
97,95,95,54,95,54,91,1,2
92,97,97,50,70,55,70,2,2
98,91,97,46,65,52,93,1,2
90,94,95,56,47,67,80,1,2
93,96,92,43,79,59,99,2,2
90,97,91,80,74,66,69,2,2
87,96,93,49,89,84,95,1,2
95,95,98,71,76,94,96,1,2
90,90,98,68,92,75,92,2,2
93,94,90,71,57,87,78,1,2
98,92,90,56,93,74,63,1,2
97,95,98,96,48,62,92,1,2
96,99,97,68,51,52,76,1,2
97,99,93,48,50,55,57,2,3
92,98,94,48,40,82,63,2,3
90,94,96,98,64,51,65,2,2
95,99,95,44,96,68,83,2,2
98,98,92,84,82,87,80,2,2
97,91,93,47,36,97,99,1,2
94,95,93,59,45,92,90,2,2
91,93,90,94,81,93,96,1,1
94,96,97,86,70,79,89,1,2
96,95,96,92,54,47,97,2,2
91,92,91,43,52,92,68,2,2
96,98,91,95,73,89,80,1,2
92,97,99,79,55,66,95,1,2
96,99,99,44,83,42,87,2,2
92,92,99,75,47,45,40,1,3
93,91,98,46,41,76,52,2,3
87,92,95,62,79,81,96,1,2
99,97,97,90,54,44,91,2,2
97,96,95,79,79,59,81,1,2
98,92,97,42,89,68,81,2,2
96,93,98,83,50,87,77,2,2
90,96,98,93,94,95,88,2,1
98,94,97,63,95,84,44,2,2
96,97,92,84,88,58,61,2,2
99,93,93,85,78,55,91,2,2
91,91,97,72,64,88,49,1,2
88,89,92,40,48,71,95,2,3
97,98,92,82,61,77,71,1,2
90,98,93,81,88,49,61,1,2
93,99,98,28,59,99,91,2,2
98,90,94,89,53,59,72,2,2
98,96,93,62,95,67,84,1,2
91,92,94,53,59,87,90,2,2
92,91,94,74,70,84,73,1,2
95,97,95,56,50,94,53,2,2
92,93,97,93,64,47,54,1,2
98,97,96,43,64,97,44,2,2
94,98,97,46,98,79,41,2,2
97,95,93,75,96,74,84,2,2
97,90,97,55,80,61,84,2,2
90,91,95,67,74,98,64,1,2
99,96,93,46,65,67,42,2,3
85,90,97,56,86,98,74,1,2
93,94,97,44,42,39,63,2,3
99,93,97,91,53,60,42,2,2
92,96,99,57,79,56,94,1,2
91,93,96,42,44,78,84,2,2
94,99,93,67,42,73,52,2,3
92,92,96,83,66,58,54,1,2
94,90,98,62,44,42,85,1,3
96,90,94,48,93,49,93,1,2
98,94,91,81,89,75,56,1,2
91,99,93,55,95,74,41,2,2
85,99,92,44,79,58,64,1,3
99,93,95,50,90,93,60,1,2
93,90,95,53,52,66,56,2,3
95,97,95,81,79,66,70,1,2
89,90,94,89,55,71,61,2,2
95,93,94,46,95,94,57,2,2
91,90,96,67,99,40,55,2,2
91,94,91,69,55,52,93,1,2
94,99,93,99,64,50,90,2,2
99,92,93,41,73,45,90,1,2
91,97,93,45,92,66,62,1,2
90,98,92,91,70,39,91,1,2
91,99,98,86,98,84,94,2,1
85,94,94,66,45,46,98,2,2
90,93,95,93,93,42,42,1,2
97,92,90,92,62,66,55,2,2
87,92,91,81,50,44,67,2,3
91,94,95,54,60,74,57,1,2
90,98,95,55,41,66,84,1,2
99,96,94,78,80,96,87,2,1
92,90,96,74,97,97,75,2,2
95,97,97,66,57,54,79,2,2
97,99,96,56,59,53,52,1,3
92,99,98,57,72,58,76,2,2
96,92,98,66,54,49,80,2,2
88,99,95,84,50,42,84,2,2
86,90,97,45,96,48,76,2,2
86,98,97,94,68,82,91,1,2
95,95,97,47,47,57,57,1,3
97,93,99,42,90,61,87,2,2
90,98,91,98,53,42,40,1,3
93,90,94,28,74,78,66,2,3
97,93,95,63,82,77,91,1,2
98,90,98,87,44,63,91,1,2
93,97,95,99,53,85,75,2,2
89,95,94,53,58,51,99,1,2
97,97,98,90,67,96,97,1,1
94,90,94,92,60,41,68,1,2
94,91,97,52,66,61,66,2,2
86,90,98,42,73,40,98,1,2
90,90,93,88,46,47,54,2,3
92,97,96,41,91,46,42,1,3
94,93,90,79,85,73,80,1,2
90,97,90,49,66,53,42,2,3
95,92,98,73,70,53,88,1,2
99,96,90,71,67,41,44,2,3
97,97,98,89,78,68,77,2,2
99,93,99,54,70,66,89,1,2
97,98,94,58,61,95,64,1,2
89,94,98,60,47,64,97,1,2
90,94,92,61,90,89,43,2,2
98,93,95,86,94,91,53,1,2
93,91,99,72,76,58,80,2,2
86,92,92,50,93,58,79,2,2
91,93,97,48,96,64,64,1,2
93,91,99,63,32,61,80,1,3
90,97,95,74,64,74,51,1,2
97,92,92,79,66,86,59,2,2
98,93,93,66,99,65,81,1,2
98,91,94,54,79,68,52,2,2
94,93,96,85,74,63,72,2,2
91,93,97,83,91,45,61,2,2
99,95,97,51,53,82,56,1,2
99,91,91,86,61,86,74,1,2
88,95,93,55,45,48,46,1,3
93,99,93,64,57,53,41,1,3
94,93,97,72,60,72,62,1,2
95,97,98,94,94,90,52,1,2
97,93,92,80,44,85,83,1,2
85,98,99,88,65,53,42,1,2
93,97,92,90,90,60,97,2,2
88,97,90,91,98,84,72,2,2
98,95,95,40,90,93,95,2,2
92,98,92,59,48,96,54,2,2
91,91,94,45,89,60,65,2,2
86,99,91,71,59,92,69,1,2
93,90,93,72,46,57,79,1,2
93,91,97,86,93,43,76,2,2
90,96,94,79,95,55,88,1,2
97,96,91,66,66,91,51,2,2
96,90,94,56,66,26,52,2,3
90,96,99,86,63,41,77,2,2
96,97,91,99,98,41,67,2,2
96,90,92,91,92,59,64,1,2
96,98,95,45,74,89,43,1,2
89,98,91,95,88,96,85,1,1
93,99,90,80,89,85,75,2,2
96,91,90,95,73,74,71,1,2
87,99,91,47,92,81,92,2,2
90,90,93,68,69,95,61,1,2
93,91,95,60,88,95,99,2,2
97,92,95,48,88,81,97,2,2
98,99,96,55,67,70,41,1,2
85,94,90,62,43,78,90,1,2
95,91,93,27,53,63,99,2,3
99,96,98,61,86,51,98,2,2
97,97,90,63,87,93,52,2,2
95,90,93,51,75,70,44,2,3
97,98,93,72,56,93,83,1,2
94,95,96,52,53,62,91,2,2
91,97,92,81,84,99,73,2,2
98,99,97,80,65,53,60,2,2
94,93,95,73,84,83,76,1,2
99,99,96,81,94,43,84,2,2
85,98,99,45,60,88,78,2,2
87,90,97,45,83,79,62,1,2
95,97,99,48,73,42,98,2,2
94,96,91,86,91,68,66,1,2
97,93,92,56,75,95,58,2,2
93,96,91,90,55,83,58,2,2
98,91,99,65,82,46,43,2,3
99,94,92,71,71,73,80,2,2
98,94,97,52,42,52,94,2,2
88,98,92,63,40,78,74,2,2
92,93,93,86,65,69,65,2,2
94,94,95,51,80,57,79,1,2
92,92,93,86,64,77,73,2,2
95,92,90,45,49,96,59,2,2
94,93,97,47,88,98,60,1,2
89,96,96,90,54,99,96,2,2
99,97,91,94,41,66,64,1,2
97,98,94,75,51,72,76,2,2
95,96,99,91,93,90,88,1,1
94,95,92,60,79,59,42,1,3
91,99,93,58,67,71,44,1,3
98,93,98,48,68,94,80,2,2
96,97,93,66,82,45,47,2,2
93,95,91,96,93,69,43,1,2
98,99,91,54,58,45,59,2,3
88,93,90,83,49,91,50,1,2
97,99,96,79,43,47,70,2,2
85,90,98,44,77,80,40,2,3
99,96,90,41,67,53,50,2,3
96,91,98,43,45,84,47,2,3
97,93,90,99,83,72,68,2,2
92,91,97,83,47,65,72,2,2
98,90,92,73,45,27,78,1,3
91,90,96,77,51,84,48,1,2
96,97,92,44,77,89,62,2,2
90,90,98,70,79,95,90,1,2
97,97,91,42,44,99,62,1,2
97,95,93,60,57,60,46,1,3
96,92,97,82,43,60,46,1,3
87,96,97,74,58,79,67,1,2
95,94,95,84,99,97,93,2,1
96,95,97,54,90,59,57,1,2
99,91,92,68,54,94,96,1,2
96,97,92,89,51,69,88,1,2
91,90,96,73,48,60,64,2,3
92,93,94,67,58,57,98,1,2
99,96,94,96,69,43,89,2,2
92,99,91,51,90,66,42,2,2
92,91,92,58,61,98,97,2,2
97,90,94,49,90,42,98,2,2
88,90,94,64,95,80,81,2,2
97,95,95,63,98,88,86,2,2
88,97,90,47,96,78,52,2,2
90,97,92,48,54,74,77,1,2
98,94,90,88,39,57,52,2,3
95,92,96,93,51,54,94,1,2
91,97,94,44,62,47,94,1,2
90,93,97,44,51,46,69,1,3
97,94,92,94,41,84,59,2,2
95,98,92,97,63,80,78,1,2
92,97,90,87,42,89,50,1,2
96,93,94,58,82,97,48,2,2
91,93,90,79,92,62,66,2,2
90,92,92,60,91,67,88,2,2
91,90,91,72,77,81,42,1,2
89,97,90,52,79,61,41,2,3
92,94,90,77,89,81,51,1,2
99,90,92,98,91,66,58,1,2
98,97,99,95,84,51,51,1,2
86,95,92,48,66,67,74,2,2
89,97,93,87,82,96,91,2,1
95,93,97,44,80,91,41,2,2
99,95,94,96,92,73,71,2,2
98,98,94,66,47,83,61,2,2
89,96,97,69,78,95,48,2,2
98,96,90,70,53,46,81,1,2
96,99,99,47,48,88,47,1,3
99,98,98,84,86,77,98,2,1
95,92,91,84,88,80,67,1,2
87,99,91,95,87,75,61,1,2
86,92,92,47,99,51,98,2,2
96,95,91,64,48,49,99,2,2
89,97,91,64,80,42,56,2,3
98,93,95,52,79,62,83,2,2
95,93,95,68,91,44,61,2,2
86,97,95,73,94,80,48,1,2
99,95,98,59,83,42,94,1,2
90,94,92,55,61,75,83,1,2
93,94,94,57,72,42,45,1,3
97,99,97,85,78,57,44,1,2
99,93,99,79,59,95,51,2,2
94,98,92,49,89,83,64,1,2
97,99,98,38,99,74,64,2,2
96,98,97,79,65,51,86,1,2
95,91,98,98,50,69,98,2,2
90,94,97,57,90,94,63,1,2
87,90,92,88,93,59,86,2,2
89,98,93,49,75,81,41,1,2
99,99,99,93,82,66,72,2,2
90,90,98,88,78,94,74,1,2
91,99,91,95,68,90,95,2,2
92,97,99,97,78,78,76,1,2
90,96,96,83,48,88,69,1,2
97,92,93,90,48,42,94,2,2
95,95,90,99,78,40,65,1,2
98,92,97,80,42,56,86,2,2
92,95,99,71,93,92,54,1,2
85,99,91,25,65,41,68,1,3
95,94,96,57,63,70,56,2,2
90,95,93,67,44,61,41,2,3
88,93,98,95,86,97,89,2,1
91,93,99,79,73,48,67,1,2
99,94,90,89,40,60,62,1,2
90,90,96,64,56,66,85,2,2
99,98,95,81,89,71,62,2,2
97,96,92,60,81,41,93,2,2
96,97,92,46,79,44,69,2,3
88,99,93,95,67,99,48,1,2
98,91,90,72,50,54,51,2,3
95,97,99,82,61,76,97,1,2
99,92,94,57,58,52,63,2,3
97,96,95,52,71,43,86,2,2
94,90,99,79,87,92,45,1,2
86,95,90,45,59,87,67,1,2
92,98,95,60,52,41,65,2,3
97,95,98,87,55,62,59,1,2
95,94,96,49,65,92,83,1,2
95,90,96,72,40,88,50,2,2
90,91,92,74,59,84,62,2,2
95,92,95,64,79,48,53,1,2
92,94,94,95,55,77,62,1,2
88,90,90,79,88,94,66,2,2
90,92,94,60,88,40,87,1,2
91,95,94,63,74,52,86,2,2
91,95,97,59,43,96,85,2,2
94,96,91,50,95,68,89,2,2
99,99,97,55,50,41,89,1,2
90,97,94,49,64,47,46,1,3
86,96,92,85,96,42,71,2,2
97,92,99,74,97,89,75,1,2
97,94,97,51,43,86,98,1,2
95,98,90,60,61,56,84,1,2
94,93,91,50,70,60,88,1,2
98,95,97,92,80,98,64,1,2
93,98,93,53,85,54,94,2,2
92,99,98,78,97,61,46,1,2
99,99,92,58,94,65,57,1,2
90,97,95,75,85,75,52,2,2
92,93,99,84,69,77,73,1,2
97,98,93,89,50,59,58,2,2
93,92,90,92,67,83,59,1,2
98,99,90,88,90,66,58,2,2
87,94,95,72,49,47,64,2,3
97,91,93,92,46,35,60,1,3
92,98,92,99,90,87,70,1,2
93,90,95,91,48,58,87,1,2
99,99,93,72,75,41,42,2,3
95,98,94,76,99,63,70,2,2
93,94,90,68,51,52,81,2,2
92,92,93,79,64,49,62,2,2
98,90,95,94,93,90,69,1,2
95,94,96,44,40,48,99,1,3
94,98,93,73,57,43,89,1,2
86,97,97,78,61,61,52,2,2
86,98,91,40,41,73,88,1,3
95,98,95,75,48,68,63,2,2
97,97,94,80,72,79,84,1,2
89,91,95,49,78,84,66,2,2
90,90,90,95,63,43,79,2,2
92,93,95,64,77,57,91,2,2
92,91,99,53,94,84,78,1,2
85,99,90,73,87,49,84,1,2
99,92,94,96,91,88,53,2,2
97,90,94,44,94,57,68,1,2
92,94,93,52,93,98,44,2,2
94,93,99,76,64,76,70,1,2
94,97,96,60,47,90,90,1,2
98,90,97,87,61,67,68,2,2
96,93,90,43,85,59,48,2,3
96,91,96,53,90,94,85,2,2
99,99,94,95,54,97,40,2,2
92,92,94,83,54,47,63,1,2
89,95,90,76,82,40,65,1,2
91,97,91,86,44,61,82,2,2
90,95,96,61,66,49,69,2,2
92,90,96,55,97,46,41,1,3
97,96,97,71,73,90,75,2,2
98,98,91,78,42,59,71,1,2
92,95,99,51,52,93,55,1,2
93,94,92,93,98,89,86,2,1
98,93,91,90,84,94,84,1,1
94,92,94,79,97,52,96,1,2
88,98,95,87,59,79,80,1,2
97,97,95,91,56,64,68,1,2
92,96,98,75,79,82,41,2,2
99,99,98,85,75,56,95,1,2
94,94,98,68,65,58,91,2,2
92,98,94,68,88,84,70,1,2
94,95,99,85,70,45,91,1,2
95,96,99,56,73,95,87,2,2
95,94,96,57,47,77,93,1,2
95,98,90,85,89,91,69,2,2
91,96,99,46,43,85,87,1,2
91,99,99,74,47,54,59,2,3
92,99,94,42,40,96,50,1,3
94,90,94,63,69,72,47,2,2
99,93,93,68,42,97,68,1,2
85,95,95,99,97,67,86,2,2
93,93,91,75,55,58,64,1,2
91,91,98,67,40,79,41,2,3
98,93,97,44,63,80,57,2,2
99,97,90,70,41,84,60,2,2
91,97,94,92,94,81,81,1,1
95,92,98,45,68,49,49,2,3
94,91,91,61,51,96,54,2,2
97,98,92,44,64,41,47,2,3
99,98,94,77,70,68,95,2,2
99,97,91,67,67,56,80,1,2
99,99,95,92,92,59,78,2,2
90,91,91,50,68,65,70,2,2
90,98,97,64,66,67,56,2,2
88,95,99,40,76,87,54,2,2
92,96,99,46,75,81,45,2,2
89,91,99,69,68,63,80,1,2
97,94,97,87,85,60,79,1,2
95,96,94,76,56,83,74,2,2
96,91,99,71,99,82,55,1,2
94,97,96,42,83,73,79,2,2
99,90,94,53,60,78,84,2,2
98,93,99,45,41,40,92,1,3
96,99,98,97,60,44,86,1,2
93,90,94,43,57,74,78,2,2
95,94,98,60,84,60,45,2,2
98,90,96,95,86,71,55,1,2
98,99,94,93,76,76,53,1,2
93,91,93,55,75,85,67,2,2
91,94,98,46,50,75,98,1,2
95,93,96,60,85,52,50,1,2
98,95,94,76,76,75,80,1,2
93,94,92,99,98,95,75,1,1
94,97,94,79,67,59,89,2,2
85,97,96,60,84,80,87,1,2
97,91,98,71,71,65,97,2,2
96,93,93,96,75,61,75,1,2
90,94,95,77,62,61,42,2,3
90,99,98,91,80,85,58,1,2
91,95,90,53,98,64,50,2,2
93,92,96,98,50,83,51,2,2
96,99,96,86,89,92,99,2,1
96,97,91,34,71,47,78,1,3
93,93,99,58,85,41,40,1,3
97,95,99,47,90,48,52,2,2
98,92,92,60,60,91,94,2,2
97,91,93,45,49,56,58,1,3
98,96,90,48,89,57,70,2,2
96,95,98,54,83,84,56,2,2
97,93,99,83,90,89,59,1,2
85,94,99,65,66,61,45,1,3
89,93,94,89,58,68,55,1,2
92,96,90,88,72,79,64,1,2
90,98,99,67,57,91,75,2,2
91,95,99,86,66,53,82,1,2
93,92,97,74,42,64,69,2,2
98,97,97,98,76,43,68,1,2
94,95,96,93,79,76,71,2,2
98,90,96,89,66,64,43,1,2
99,91,91,46,41,57,60,2,3
87,99,97,61,97,76,86,1,2
89,96,91,63,63,74,93,1,2
86,90,92,98,87,55,96,2,2
92,92,94,87,92,40,63,2,2
97,90,92,88,50,47,64,2,2
90,95,93,53,75,43,98,1,2
92,94,92,57,87,79,65,2,2
97,91,90,90,41,82,91,2,2
96,95,97,83,52,51,83,1,2
94,96,94,58,88,82,60,2,2
95,93,96,85,43,67,67,2,2
98,98,93,88,46,68,67,2,2
90,98,90,59,76,73,91,1,2
94,98,94,91,46,56,88,1,2
91,97,92,99,65,69,54,1,2
92,99,96,66,93,68,75,2,2
86,95,93,52,63,88,69,1,2
87,98,96,59,66,73,47,2,2
96,95,97,54,84,76,43,1,2
96,90,91,48,96,65,63,2,2
86,91,99,71,98,42,50,1,2
95,91,98,40,59,56,83,1,3
90,99,98,90,67,50,59,1,2
95,99,92,91,96,93,93,1,1
95,98,97,60,95,51,99,2,2
94,96,99,94,67,66,94,2,2
92,98,98,74,88,97,76,1,2
91,95,93,53,64,80,99,2,2
98,97,92,62,58,41,50,1,3
96,94,91,73,76,50,51,1,2
99,92,97,80,70,75,85,1,2
91,92,97,83,31,43,54,2,3
92,92,99,92,42,65,64,1,2
91,96,96,94,90,95,87,2,1
90,99,92,64,57,43,65,1,3
98,94,96,55,85,44,92,2,2
86,99,95,48,40,43,58,1,3
93,92,94,92,55,47,74,1,2
91,91,99,92,61,91,97,1,2
94,91,93,65,92,95,44,2,2
99,98,92,42,72,94,98,1,2
96,91,93,95,91,88,67,1,2
95,93,96,56,82,99,62,1,2
92,95,93,43,55,89,69,1,2
96,94,96,83,91,99,65,1,2
92,98,96,75,83,72,94,2,2
97,98,95,82,87,79,82,1,2
85,99,99,80,42,72,69,2,2
96,92,98,53,97,54,81,1,2
92,93,93,99,73,58,45,2,2
99,99,97,85,47,78,80,1,2
90,93,95,80,66,63,51,2,2
95,97,93,73,47,77,61,2,2
96,93,95,57,91,77,69,1,2
85,92,95,53,95,81,36,1,2
97,92,94,82,83,69,96,2,2
91,95,99,80,69,74,41,2,2
95,92,97,55,71,77,45,1,2
92,93,95,88,75,76,58,2,2
99,94,91,88,80,96,63,2,2
95,95,98,61,89,74,73,1,2
98,91,92,78,40,64,46,2,3
90,99,94,82,86,46,73,1,2
86,99,94,93,95,81,51,2,2
90,97,94,94,86,83,99,1,1
93,99,90,99,82,51,82,1,2
90,90,98,54,54,90,57,2,2
94,94,97,89,73,45,80,2,2
93,99,98,59,47,60,55,2,3
92,99,95,84,40,62,50,1,3
98,93,98,96,45,66,71,2,2
96,93,93,58,65,61,50,1,3
96,99,94,84,77,87,93,2,1
90,94,92,46,47,94,55,1,3
98,90,96,53,66,63,75,2,2
90,91,92,75,92,62,80,2,2
95,92,90,81,84,43,91,1,2
96,94,96,48,97,46,80,2,2
85,92,98,44,62,68,87,1,2
93,96,99,92,68,70,42,1,2
93,98,91,52,97,63,84,1,2
94,91,90,70,61,72,95,2,2
97,98,92,99,80,61,70,2,2
94,92,99,87,79,42,94,2,2
91,94,98,82,83,53,45,2,2
99,99,95,62,60,59,83,2,2
97,94,91,45,70,50,68,2,3
97,99,94,59,88,89,80,2,2
93,97,95,89,78,80,40,1,2
91,91,95,95,84,49,66,2,2
96,95,98,64,45,90,55,2,2
97,96,99,88,64,98,52,2,2
91,95,98,68,85,93,76,2,2
90,92,97,61,89,89,56,1,2
93,95,96,98,59,75,96,1,2
92,93,99,62,59,56,70,2,2
90,95,95,99,66,68,91,1,2
88,98,98,33,68,65,52,2,3
95,99,95,71,60,78,73,1,2
94,93,90,80,62,46,92,1,2
99,98,99,88,91,76,72,2,2
97,94,99,61,75,98,74,2,2
90,95,99,55,41,93,72,2,2
94,98,92,95,94,53,66,1,2
93,91,98,58,72,60,76,1,2
97,94,98,60,88,80,80,2,2
92,91,93,80,57,97,93,2,2
99,95,93,73,50,83,64,2,2
99,94,99,53,68,79,85,1,2
95,94,92,50,60,43,41,2,3
93,92,96,79,56,78,40,2,2
87,97,93,94,50,41,53,2,3
97,95,94,84,73,55,95,1,2
95,94,94,95,87,47,62,1,2
95,96,99,68,90,73,63,2,2
98,94,98,51,60,53,76,2,2
97,91,96,70,81,43,43,2,3
90,98,92,51,52,63,61,2,3
96,94,94,88,72,94,87,2,2
95,94,90,64,87,47,48,1,2
91,90,91,59,71,98,57,2,2
92,90,92,72,64,95,73,1,2
89,92,98,58,78,64,68,1,2
90,92,91,96,65,85,93,1,2
86,98,99,47,54,59,45,1,3
91,91,96,79,40,52,47,2,3
99,94,98,96,46,49,90,1,2
97,93,99,65,90,93,50,1,2
97,98,94,46,53,67,74,1,2
97,91,95,52,51,70,93,2,2
94,90,99,53,55,78,49,2,3
96,93,95,98,80,45,57,1,2
96,93,92,80,69,85,64,2,2
98,99,95,59,56,48,68,1,3
95,93,92,84,45,83,52,2,2
95,98,99,74,68,85,44,1,2
92,96,98,46,84,83,90,1,2
96,96,91,84,66,64,68,1,2
95,90,90,60,81,53,66,2,2
99,90,91,77,64,88,70,1,2
91,92,94,58,74,53,63,2,2
99,96,97,44,79,48,55,1,3
85,99,99,90,84,93,93,1,1
91,92,98,44,77,31,64,2,3
92,92,92,90,58,76,46,2,2
87,98,92,52,86,63,95,1,2
91,93,94,50,75,41,73,1,3
99,94,97,60,58,45,44,2,3
95,99,98,50,47,45,75,2,3
99,99,97,78,50,85,57,2,2
89,95,94,84,80,75,48,2,2
90,98,91,59,46,46,75,1,3
98,99,98,56,60,67,56,1,2
96,94,94,79,62,72,69,1,2
93,99,91,83,77,50,92,1,2
93,94,99,40,42,97,86,2,2
87,92,96,85,56,41,70,1,2
90,96,99,85,77,92,81,2,2
93,92,90,74,69,81,91,2,2
88,97,96,79,86,80,94,1,2
97,97,90,44,59,79,70,2,2
98,97,90,62,87,67,42,1,2
96,94,97,57,65,78,69,2,2
97,97,98,83,71,51,76,1,2
90,92,91,77,65,86,79,1,2
95,96,97,83,65,69,89,1,2
93,90,96,83,98,89,51,1,2
98,97,90,92,94,71,51,2,2
92,95,92,59,52,46,43,1,3
96,98,92,70,69,60,56,2,2
90,98,99,72,73,63,71,1,2
94,98,92,71,82,58,61,1,2
95,91,99,44,54,59,77,1,3
94,92,94,49,92,75,78,1,2
98,92,95,55,76,63,72,2,2
87,95,98,56,84,53,44,2,3
99,96,94,86,46,78,98,2,2
92,94,94,88,72,56,46,1,2
99,95,90,65,57,63,60,1,2
97,98,97,58,82,77,86,2,2
90,97,92,95,77,85,84,1,2
95,95,96,41,43,42,72,1,3
93,90,98,92,64,70,59,1,2
91,90,90,30,50,64,91,1,3
99,92,92,55,97,98,98,1,1
